,Tweet Id,Screen Name,User ID,Tweet Text
0,1459179424918630408,Yasser024233101,1450372190315053058,"b'@narendramodi177 #kanganaranuat \nShe said those who fought for freedom like bose, bhagat, chandrasekhar were not given the power. The power was given as alms to British creation called congress. Hindus became free in 2014 in the true sense of word.\nSO BRAVO KANGANA! We support you\xf0\x9f\x99\x8f\xf0\x9f\x91\x8f\xf0\x9f\x8c\xb7\xf0\x9f\x95\x89\xef\xb8\x8f'"
0,1459179383504003079,faisalmushtaque,132894980,b'Looks like a damage control exercise as host of the event can be seen praising her over condemnable remarks and those sitting in the audience were clapping shamelessly. Shameful and disgusting!\n#kanganaranuat #KanganaRanaut https://t.co/BisBAhMhdl'
0,1459179280856870914,VishnuSinghEp5,1388134673151193091,b'Best actress \n#kanganaranuat https://t.co/j9IMBtPJW1'
0,1459179021665652739,mirza_azhan,2376680047,b'Insult to freedom fighters \nKangana ranaut says freedom in 1947 was bheek . India Attained freedom in 2014 #kanganaranuat'
0,1459178958772006914,BipinCol,1330202307343118338,"b'Few earlier statements r apprecitive but the present one on freedom after 2014 is stretching things 2 far. May be u r illiteracy attributed such ignorance. None of the present day so called ldrs r anyway near the Grt Bhagat , Azad , Netaji ,Asfaqullah &amp; mn others #kanganaranuat'"
0,1459178853708959746,umakantsingh_IN,72919562,"b""Ghulam media don't do poll surveys! #ABPnews #kanganaranuat #ShameOnNavikaAndTimesNow #KanganaRanaut"""
0,1459178839901233157,hemlatarajesh,771563951632986112,b'FIR registered against #kanganaranuat \n@praveenskapoor https://t.co/cNsclprlie'
0,1459178673139974153,vaswani_dhaval,149401049,b'Boycott her .....she is totally mad....#kanganaranuat'
0,1459178609118089217,091Rajeshkumar,1397837498882039808,"b'#kanganaranuat \n\nLet\xe2\x80\x99s face it. Whether it is Kangana Ranaut or Pragya Thakur, they speak the real #MannKiBaat of Modi, while Modi keeps up the pretence of respecting Mahatma Gandhi and freedom fighters'"
0,1459178568051691520,tejasyagnik,68739151,"b'#kanganaranuat Statements Was Twisted by the Corrupt Indian Media.\nplease watch the full Interview, #CongressWithPartition'"
0,1459178451793965065,AnkurRa89698003,1363201353518968834,b'Love you...#kanganaranuat https://t.co/fNzHTB8atO'
0,1459178370076315651,Deshbha44806833,1346285919066701824,"b""#kanganaranuat = foolishness and @navikakumar = a cheap prostitute owned by foolishness ... \nBoth of them are an insult to our nation, it's freedom and it's freedom fighters"""
0,1459178298278248452,tweetsofutkarsh,3038476861,b'@AshutoshAshuTri @AmeetKaushik @akswords @AmiyaKushwaha The core issue has been addressed by Justice @mkatju long time ago\xe2\x80\xa6 when he declared \xe2\x80\x9c90% of Indians are idiots\xe2\x80\xa6\xe2\x80\x9d\n#kanganaranuat #PadmaAwards2021 #PadmaAwards'
0,1459178282444861441,Dayoawe1,829901678,"b'\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5Read to the end\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\nAre you looking for reliable broker to trade currency. Here is the best Forex broker. Click this link\nhttps://t.co/uoJwF1nH1o\nSTEPS\n1. Click the link, supply your email. Confirm email in your inbox. #OptionsTrading #forextrading #JISOO #kanganaranuat'"
0,1459178277302456322,Indiafi35666443,1113512617627267078,"b'Let me complete the sentence ""she is high on manala cream, I know because my own son-in-low is provider""\n #kanganaranuat'"
0,1459178198688620547,Ashwanigujral1,865139902475718656,b'Political use\n#kanganaranuat'
0,1459178163490025474,Cvisualipol,1204102030723125248,b'Was sardar patel a freedom fighter ??? #kanganaranuat #KanganaRanaut https://t.co/ul1pqyjwbf'
0,1459178160776376321,tejasyagnik,68739151,"b'#kanganaranuat Kashmir Article 370 Was implemented On Majority Hindus before Modiji came to Power. Hindus were not Having Right to Purchase Land in Kashmir, despite Kashmir Is an Indian state  #CongressKeVichaar Against India\n#IStandWithKangana'"
0,1459177924410572800,animad_world,282491570,b'The guests should have walked out after hearing this. The anchor could have stopped the interview. But everyone continued the circus. \n#KanganaRanaut #kanganaranuat #ArrestKangana #Takepadmashriback https://t.co/ROkh8Toxpk'
0,1459177906056273927,hrsbhandari,90225361,b'@TimesNow And she did a role for such freedom fighter who got freedom in according to her in bheekh\xe2\x80\xa6 What a fall #kanganaranuat'
0,1459177804046561281,NalinAnant,391354039,b'What a fabulous phase we have in #India: the combination of the greatest ever PM @narendramodi_in ji and the greatest ever actor in #Bollywood history #kanganaranuat ji!!'
0,1459177714212958215,_hafsa___,1322289982053076992,"b'First she calls Mumbai POK, then she calls the hard earned freedom as ""Bheek mein mili hui"". Why is there still no action against her? This is a direct insult to our freedom fighters and it\'s NOT okay. PATHETIC \n#kanganaranuat https://t.co/JO1oNicFHe'"
0,1459177444263403527,Deshbha44806833,1346285919066701824,"b""I won't be wrong when I say that  #kanganaranuat is the most foolish woman living in our country.. she's an insult to our country, it's freedom and our freedom fighters."""
0,1459177428325068808,Homidevang31,1352967227088064518,b'Nightmare of Left Liberals and Rahul Gandhi in one frame \xf0\x9f\x94\xa5\xf0\x9f\x99\x8c\n\n#kanganaranuat @smritiirani https://t.co/AM7yFNDSae'
0,1459177386247958528,DjangoJaamfaad,1260545858199846912,"b""@Sajalshukla5 @sachinvij @varungandhi80 The comments were about Congress's role in sabotaging freedom for their political gains and not who did what. Please don't waste my time. To each his own. Enuf Said.\n\n#kanganaranuat #KanganaRanaut"""
0,1459177363560828928,dineshvaswani27,4757568919,b'Same on her......#kanganaranuat'
0,1459177358460690435,PeaceMonger143,80818570,"b'Buddy don\xe2\x80\x99t cross the line of civility and decency like #kanganaranuat #Kangana \xe2\x80\xa6 just because wear dresses that shows skin doesn\xe2\x80\x99t mean you can question their honor, respect or decency - it\xe2\x80\x99s not a measure. At the End, she is women, question her intelligence, ideology, hatred https://t.co/LMbZeEVO3e'"
0,1459177354501099521,KolhePradhyum,1215848169088512000,b'#kanganaranuat\nborn on 23 March 1987\n#Indiaindependenceday \non 26 Nov 2014 \n#Trending'
0,1459177326881693701,PeaceMonger143,80818570,"b'@PMLUCKNOW Buddy don\xe2\x80\x99t cross the line of civility and decency like #kanganaranuat #Kangana \xe2\x80\xa6 just because wear dresses that shows skin doesn\xe2\x80\x99t mean you can question their honor, respect or decency - it\xe2\x80\x99s not a measure. At the End, she is women, question her intelligence, ideology, hatred'"
0,1459177202130382858,Yasser024233101,1450372190315053058,"b'#kanganaranuat \nShe said those who fought for freedom like bose, bhagat, chandrasekhar were not given the power. The power was given as alms to British creation called congress. Hindus became free in 2014 in the true sense of word.\nSO BRAVO KANGANA! We support you\xf0\x9f\x99\x8f\xf0\x9f\x91\x8f\xf0\x9f\x8c\xb7\xf0\x9f\x95\x89\xef\xb8\x8f.'"
0,1459177184921198592,Abhinav89270711,1439483509328920576,b'Jai Shree Ram \nCongregation \n#kanganaranuat'
0,1459177161873444869,Viplav90580679,1448921320847142914,b'Why bro Kangana has no freedom of expression?We have been taught wrong history that de di hame Aazadi Bina kadg Bina dhal. What does it means. Does it means that we are belittling the sacrifice of thousand of our martyers ?#kanganaranuat'
0,1459177061117878274,JunnareSujit,3302274518,b'@TimesNow Realy shame on you #TimesNow #Navikakumar  inviting #kanganaranuat  on your channel'
0,1459177028674981889,tejasyagnik,68739151,"b""#kanganaranuat Kangna didn't  Insult Mangal pandey, Netaji Bose, Savarkar or any other Freedom Fighter , but What is Happening In Congress Ruled ,So many Fir's where is  #AbhivyaktikiAazadi #FreedomOfSpeech Liberalism Died in Congress Ruled States"""
0,1459176890665562113,mr_cool_2201,879859940978020352,b'no need for keeping this award to @Kangna_Ranaut1 iske layak nahi hai woh....\n#kanganaranuat #KanganaRanaut #padmshri https://t.co/NQRicssQg2'
0,1459176868003790848,buddha2019,938860129755136000,b'only bjp can tolerate #kanganaranuat'
0,1459176821610614790,therooosternews,916944123050942464,"b""Kangana Ranaut says 1947 was \xe2\x80\x98bheek\xe2\x80\x99 and India got 'real freedom' in 201... https://t.co/mlfm7U0s3e via @YouTube #kanganaranuat #KanganaRanaut"""
0,1459176812756365314,Sourabhgautam9,712394753,b'#kanganaranuat things\xe2\x80\x98Insult to freedom fighters\xe2\x80\x99\nhttps://t.co/drz7UGYklZ https://t.co/cLiEWtzXD1'
0,1459176640496369664,Poojash69665899,1169489189752016896,b'Even Our Great Freedom Fighters Thinks Same As #KanganaRanaut About Congress \xf0\x9f\x98\x8c\xf0\x9f\x98\x9c #kanganaranuat https://t.co/G5Bfldz5aN'
0,1459176314288500740,parvezcivil,3258531072,b'#SunnyLeone should be given the next award in same category what #kanganaranuat received ...\n\nShameless !'
0,1459176304771665921,bbmistry4nation,1005763982181842944,b'I am with Kangna\n#kanganaranuat'
0,1459176262136696841,GautamMirdha,524117486,"b""@PMLUCKNOW No one even from so-called enemy nations like Pakistan and China won't make such bullshit comment to that level of #kanganaranuat's   that India's freedom was achieved by begging,they have also full respect to our brave freedom fighters who sacrificed theirs lives 4a great cause."""
0,1459176125888749572,shaikkh66324088,1293457762979123201,"b""#kanganaranuat Just Barbarian\n# Don't focus on her \n..."""
0,1459176095513673735,spsingh6767,139437611,"b'@ThePriyankaIND Proud of Kangana Ranaut.. Hope more young Hindus realise the fake independence where the then PM &amp; MKG were just stooges of the Queen,Lenins and uncle Sam under which Hindus have been made to live a life of 2nd Class citizens..#kanganaranuat'"
0,1459175943193313284,VP_Sanu,1105010412288987136,"b""Kangana, the bhakth, received India's fourth-highest civilian award from Modi Govt. \n\nNo point debating it on Twitter.\n\nTwitter has already given their lifetime award for her Hate Speech. \n\n#kanganaranuat"""
0,1459175861802786816,Pradeep_NF,1423125306261393415,b'Nobody:\nFreedom fighters now:\n#kanganaranuat #MEMES https://t.co/mquryTULeN'
0,1459175833378209798,Baadsh_ah,620011724,"b""@realpreityzinta These movies will be considered as Pre-Independent gems as we know 'Hame Azaadi 2014 me mili hai' #kanganaranuat \n\xf0\x9f\x98\x85"""
0,1459175600023769095,emperorishere,1275283716235948033,"b'still higher officials , @BJP4India high command @AmitShah @narendramodi @rashtrapatibhvn not reacting on this issue ..it is more hurting than her words...or they will react only  if @RahulGandhi or #opposition leaders says that words..\n #kanganaranuat'"
0,1459175390698622986,anuragnahta,467410259,b'Because our BJP PAID channels are busy with #kanganaranuat instead doing a good journalism #ShameOnNavikaAndTimesNow\n#ShameOnNavikaAndTimesNow https://t.co/4m7RpaphUr'
0,1459175325137518597,SilcreekR,1297867011213733889,b'Footprints On Earth\n#affordablehousing #Australia #BabarAzam #COVID19 Charity Ngilu Nick Mwendwa Mueke Congratulations Pere Jumia Explosion #fridaymorning #Hasan_Ali #hassan_ali #ICCT20WorldCup #JISOO #kanganaranuat #lockdown #PAKVSAUS #Pakistan #PakistanvsAustralia https://t.co/OTAlwgRt6F'
0,1459175228014166023,TweetuSultanL,1431098905102458884,b'@nsui @amirshaikh_INC Congres party ki aukat.\n\n#KanganaRanaut \n#kanganaranuat https://t.co/xsNo3DsKVs'
0,1459174925877461004,SandleSaurabh,900294731137245184,b'Fighting for freedom in 2014. I enjoyed a lot... Did you guys?????\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82#kanganaranuat https://t.co/D7sh9EeGgJ'
0,1459174915559464962,nileshjaybhay10,1106141072822984704,b'Nothing: Future -Fermentation https://t.co/ChsURJUoYI #maukamauka #NowWeAreBreakingUp #NFTartists #BiggBoss15 #XVG #zhongli #kanganaranuat #JISOO #GenshinImapct #GenshinImpact #Giants #fridaymorning #fixed #DisneyPlus #ShaheenShahAfridi #djsnake #AllTooWellTenMinuteVersion #SHIB https://t.co/AZa2RAihNT'
0,1459174795614961676,Dr_Shailesh_19,146922555,b'@navikakumar why you are cheering after #kanganaranuat \xe2\x80\x9cbheek\xe2\x80\x9d remark ?'
0,1459174713280778244,JitendraP08,1470714002,"b'Now aftr 2 days of outrage TimesNow realise n issue a statement.A very irresponsible act,if u or ur journalist r true Indian they would hv condemned it on d spot.U must also issue an apology 2 hv such person interviewed at ur channel @vineetjaintimes\n#KanganaRanaut #kanganaranuat https://t.co/oofCGHlM7N'"
0,1459174327853596674,KDspeaks_,4833045880,"b""Need some clarification from @PMOIndia on which Azadi Ka Amrut Mahotsav are we celebrating? The one which we got on 'lease' or the one which we got in 'bheek'... #Bheek #kanganaranuat #Treason https://t.co/Nu7KWKJd1T"""
0,1459174287869415460,muktpanchi,1242152366155202563,"b'Hey #kanganaranuat ,\nMay you please let the govt know real independence day (date). So that they can fix our calendar and national holiday.'"
0,1459174284421591044,TweetuSultanL,1431098905102458884,b'This is reality of congress party.\n#KanganaRanaut \n#kanganaranuat https://t.co/v68u0JhlZh'
0,1459174230524760072,_WeakestLink,423565309,b'Did we saw anchor here refuting #kanganaranuat claims? No. https://t.co/9ROWBOnlng'
0,1459174083367555077,mohammad_ujale,1110407186935660551,b'#kanganaranuat\n Pic 1 According to Kangla Ranaut.        Pic 2 According to Rest of Indian https://t.co/rODCz7lmBo'
0,1459173762948079621,LEGIT_ODDS20,1291375814919979014,b'Here comes a HD video evidence for the Ghana clients.. Kindly confirm \xf0\x9f\xa4\x91 \xf0\x9f\xa4\x91 \xf0\x9f\xa4\x91 \xf0\x9f\x91\x86\xf0\x9f\x91\x86\xf0\x9f\x91\x86\xf0\x9f\x91\x86 Because we are here for serious business \n@LEGIT_ODDS20 \n#GenshinImpact #Crypto #T20WorldCup #kanganaranuat #PAKVSAUS https://t.co/c8ZKT8pWBV'
0,1459173689350569995,RebaK35710421,1405979612912422914,b'#Proudofkangana #kanganaranuat One comment and all the anti Hindu brigade up in arms. I share her sentiments. BJP brought real freedom https://t.co/jF3jWbhqrL'
0,1459173658698547202,mukeshdeshmuk1,1201136582335574016,b'National News channel has no news about her statment..  #kanganaranuat https://t.co/VBQq37CYyo'
0,1459173604436975617,DireWolfAtWall,1340799452794241024,b'hey #kanganaranuat fans are you feeling bright enough \xf0\x9f\x92\xa1for supporting this idiot? thanks to @narendramodi all kinds of cretins are crawling out of the woodworks\xe2\x80\xa6\n\n@Independent @nytimes @guardian @wsj @slate @vice @IndianExpress \nhttps://t.co/ZCUh8b1mQg'
0,1459173313339559941,JayanKrishnan5,991317124906864640,b'@htTweets According to #kanganaranuat freedom fighters are jokers and Modi is the real freedom fighter \xf0\x9f\xa4\xa6 #bastardRanaut \xf0\x9f\xa4\xac'
0,1459173288559538184,ysunnyyadav,3618435194,b'Nobody \n\nLe Whatsapp Backup everyday \n\n#BurariDeaths #kanganaranuat #KartikAaryan https://t.co/P1BV1llKgm'
0,1459173102525370368,emperorishere,1275283716235948033,"b""@narendramodi sir ..when did we got independence??? in 1947 or in 2014   we are confused...if latter is wrong then why don't you react???\n #kanganaranuat"""
0,1459173021399322638,Think_Zubair,1463878830,"b""@MukeshSharmaMLA 1) #kanganaranuat who insults the thousands of Freedom fighters gets #PadmaShri \n2) Job Termination for Dr Kafeel Khan who saved the children!\n\nHe's terminated despite getting clean chit from High Court!\n\n@HansrajMeena @BDUTT \n#JusticeForKafeelKhan \nhttps://t.co/uHa2n64YGm"""
0,1459172964256161793,RebaK35710421,1405979612912422914,b'#kanganaranuat I love Kangana for making this comment. Felt stifled under Congress governance since Independence. Finally when BJP came felt liberated and happy. This sentiment is shared by many of us and nothing wrong with her saying this openly. #ISupportKangana'
0,1459172876699922433,RusyKohli,132494320,b'Anyone else want to smash their TV sets tonight ???\n#kanganaranuat #news #GodiMedia'
0,1459172718981664768,vivek_bora,238324942,b'Neuherbs Triple Tulsi - Giloy Plus Tablets For Boosts Immunity At Rs.99 \n\n https://t.co/sWsJ78IXEM\n\n#kanganaranuat'
0,1459172682549788673,SandleSaurabh,900294731137245184,"b'One special thing that we have left In that particular video Navika was saying ""that\'s why people call you GOD""  MEANS she were supporting her at that time .....Kangana is directly insulting our freedom fights \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3 #kanganaranuat'"
0,1459172675285229581,manishj137,2194987231,"b'Did @TimesNow took permission of ""Padam Shri"" Kangna Ranaut to say this?\n\nThat\'s not fair, you can\'t take  freedom fighting credit from Reel Laxmi bai and give it to Real Laxmi Bai. \n\n#TimesNow #kanganaranuat https://t.co/RNvY9h4Roe'"
0,1459172664036052998,AnshulaSharma,157957800,b'This is utmost insult of our freedom fighters\nPadma Shree is given to such shameless people who have the audacity to speak nonsense with confidence. \nShe deserves sedition charges !!\n#kanganaranuat #ShameOnNavikaAndTimesNow https://t.co/jkhsK2uYpt'
0,1459172570884816899,ramanswall,88635034,"b""@iTIGERSHROFF Don't miss this unique experience. \n\n Hurry up #kanganaranuat\n\nSlots are filling up faster #Bhakts Book your spot now. \n\n#NowWeAreBreakingUp https://t.co/M0WuPZG09A"""
0,1459172464802422787,rajasekar_inc,220567974,b'By any standards of patriotism Kangana Ranaut needs to be stripped of her National Honours. She is so desperate for publicity that she insulted all the martyrs of freedom movement. This lady deserves to be penalised under the sedition acts. \n\n#kanganaranuat \xf0\x9f\x96\x95\xf0\x9f\x96\x95\xf0\x9f\x96\x95 https://t.co/MYjpyJG8NJ'
0,1459172448071421952,Paritosh9Behera,1261300950716895235,"b'Kangana Ranuat is saying that the freedom in 1947 was a ""\xf0\x9d\x97\x95\xf0\x9d\x97\xb5\xf0\x9d\x97\xb2\xf0\x9d\x97\xb2\xf0\x9d\x97\xb8"" and doing Manikarnika movie. Wahhh..... BJP ki Dalal. Good Good \xf0\x9f\x91\x8d keep it up. \nKoi isey mental hospital ley jao... Film flop hone sey bawli ho gayi hai. \n#kanganaranuat'"
0,1459172381465866241,punekarnews,3366384699,b'Pune Police Gets Another Complaint Against Actress Kangana Ranaut.\n\n#kanganaranuat #Pune #punepolice https://t.co/VdzeDx4Dle'
0,1459172268299284480,Sunil1therebel,929190094254338048,"b'#kanganaranuat believed in freedom narrated by Shaheed Bhagat Singh,may be she realized that even after gaining independence, there are underprivileged groups for whom nothing has been done for 70 years of freedom.\n@Kangna_Ranaut1 is role model who achieve success by her own https://t.co/PQSaz7Nw8j'"
0,1459172267947032581,tntjho,918712722547548161,b'#kanganaranuat insults the freedom fighters. Says that the nation attained freedom in 2014 to please her masters in @BJP4India \nEnough reason for slapping treason case against her\n\nhttps://t.co/pTvl1xEYX8'
0,1459171948248776711,saqib509,1051103677816090624,b'You need a psychiatrist. #kanganaranuat'
0,1459171756220956678,ThoughtsManishJ,1456073277223227392,b'Britishers freed India from Mughal.\n\nModi ji freed India from Congress.\n\n #kanganaranuat'
0,1459171653158535173,Nj91312635,1363538888954961923,b'@ndtv We Love\xe2\x99\xa5\xef\xb8\x8f nationalist #kanganaranuat'
0,1459171629725110277,hemantvakharia,164680432,b'This man called @RahulGandhi should b prosecuted/jailed by fast track court 4 spreading communal disharmony by spreading false messages out of sheer hunger 4 power &amp; money.  His idiot slaves are talking about arresting #kanganaranuat instead. These bastards have destroyed India. https://t.co/6OXpBQDILJ'
0,1459171596443131904,RajeshK16453447,1272207844071202816,"b""#GodNightFriday \nDon't worry. #Kabir_Is_God\n#PAKvAUS\n#RedTaylorsVersion\n#T20WorldCup\n#kanganaranuat\n#djsnake\n@SaintRampalJiM\nFor more information Visit Sant Rampal Ji Maharaj Youtube Channel. https://t.co/pzXaPQY2fi"""
0,1459171476423249942,Think_Zubair,1463878830,"b""1) #kanganaranuat who insults the thousands of Freedom fighters gets #PadmaShri \n2) Job Termination for @drkafeelkhan who saved the children!\n\nHe's terminated despite getting clean chit from High Court!\n\n@HansrajMeena @BDUTT \n#JusticeForKafeelKhan \nhttps://t.co/uHa2n64YGm https://t.co/y4ysLpE2Fh"""
0,1459171335607767040,ThoughtsManishJ,1456073277223227392,b'We all love you #kanganaranuat'
0,1459171164757147657,Sebasti32238680,1444405370991038464,b'As long as you keep blessing people with your trading I will always be grateful with your company @DianaWalsh32 no doubt you are a blessing to my family thanks for this wonderful profit received.#LockdownJetzt #AUSvsPAK #FWDeKlerk #GenshinImpact #kanganaranuat #dogelonmars https://t.co/bKXntk6am2'
0,1459171057890312195,cookieeeninja,1287816935581732865,"b""Be my #kanganaranuat and I'll be your #twitter \xf0\x9f\xa5\xba\xf0\x9f\xa4\x8c\xf0\x9f\x8f\xbc"""
0,1459170829179052044,Sandesh_Says,3270074994,"b""Other than two issues relating to #kanganaranuat and #Hindutva,  these Congi losers have nothing else to discuss. Their fate is gonna remain the same for few more years under the leadership of moorkh #Pappu \xf0\x9f\x98\x82\xf0\x9f\xa5\xb1\n\nOn other side, bullas haven't stopped being crybabies since 2014 \xf0\x9f\x98\x91"""
0,1459170744521277444,_adityavarma,74499850,b'Congress should be ashamed to have looted the same country for which millions of #Indians laid their lives. Why blame #kanganaranuat when she points out what congress did to this country #ShameOnNavikaAndTimesNow'
0,1459170704616615941,chandavijendra,574022496,"b'Brave step and true words of #kanganaranuat\n\n100% Agree with her, being an \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 Indian citizen'"
0,1459170683955654664,Jayaa03,1497534816,"b'#kanganaranuat RW, BEWARE! As usual RW are BAITED by NAVIKA KUMARS &amp;their AAP/TMC/SoniaCong who are now led by TURKY&amp;CCP..this # is another of SALMAN KHURSHID FILTH from the LABS of Prashanth Kishore&amp;its PAKIS..its as same as CRICKET # that got whole of BCCI howling with Pakis. https://t.co/5QExUgxOSB'"
0,1459170518964211725,boredvakil,1458855530445770754,b'#kanganaranuat is my favorite actress till she keeps her mouth shut.'
